sample_id,grid_id,city,city_code,timestamp_hour,airspace_class,population_density_index,flight_density_index,sensor_coverage_score,communication_quality_score,wind_speed_mps,rainfall_mm_h,visibility_km,historical_alert_count_24h,computed_risk_score,risk_event_label,data_nature,source_basis
MF0000120,610100_G0026,西安,610100,2026-06-04 04:00:00,适飞空域,1336.64,0.0,0.938,0.638,2.56,0.11,11.8,0,20.18,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000121,430100_G0421,长沙,430100,2026-06-01 23:00:00,适飞空域,2222.23,7.48,0.615,0.628,6.99,0.56,4.5,1,30.53,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000122,350200_G0294,厦门,350200,2026-06-04 15:00:00,机场净空保护区,1107.49,24.91,0.789,0.95,1.58,0.27,11.96,3,79.78,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000123,440400_G0044,珠海,440400,2026-06-01 09:00:00,适飞空域,2190.11,9.39,0.828,0.808,3.66,0.24,12.03,2,32.1,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000124,440400_G0283,珠海,440400,2026-06-06 07:00:00,适飞空域,82.03,0.0,0.798,0.905,3.61,0.14,5.86,0,29.29,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000125,610100_G0094,西安,610100,2026-06-07 17:00:00,适飞空域,2903.14,8.71,0.819,0.498,5.86,0.12,4.7,1,22.64,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000126,330100_G0411,杭州,330100,2026-06-03 02:00:00,禁飞区,2142.87,5.89,0.574,0.737,1.84,1.13,6.9,5,93.09,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000127,320100_G0373,南京,320100,2026-06-07 23:00:00,适飞空域,947.44,25.12,0.564,0.675,4.86,0.34,8.27,0,4.24,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000128,430100_G0006,长沙,430100,2026-06-03 07:00:00,适飞空域,1317.88,13.74,0.782,0.876,6.13,0.33,3.72,0,7.19,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000129,410100_G0269,郑州,410100,2026-06-03 21:00:00,适飞空域,1371.62,0.0,0.525,0.745,5.37,0.03,5.97,2,15.62,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000130,441900_G0002,东莞,441900,2026-06-07 03:00:00,管制空域,1632.37,30.75,0.579,0.933,5.36,0.51,11.72,1,57.92,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000131,370200_G0362,青岛,370200,2026-06-02 00:00:00,管制空域,989.18,27.93,0.723,0.768,1.71,0.53,8.95,2,42.15,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000132,320500_G0205,苏州,320500,2026-06-04 21:00:00,适飞空域,1864.92,26.18,0.562,0.753,4.71,1.45,10.9,0,21.0,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000133,460100_G0351,海口,460100,2026-06-05 11:00:00,敏感目标保护区,2059.16,23.5,0.854,0.886,6.44,0.6,4.74,3,70.8,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000134,110000_G0147,北京,110000,2026-06-06 22:00:00,机场净空保护区,2664.35,15.33,0.732,0.585,2.11,0.92,6.54,2,76.32,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000135,340100_G0397,合肥,340100,2026-06-01 07:00:00,适飞空域,895.23,2.8,0.733,0.936,5.23,1.46,7.8,1,30.94,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000136,350200_G0103,厦门,350200,2026-06-01 04:00:00,适飞空域,4016.9,14.79,0.496,0.849,3.15,0.24,11.18,2,38.64,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000137,440100_G0476,广州,440100,2026-06-02 21:00:00,管制空域,1105.6,17.61,0.757,0.909,4.67,1.84,7.64,0,36.8,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000138,410100_G0433,郑州,410100,2026-06-01 23:00:00,适飞空域,2368.07,1.61,0.906,0.611,5.03,1.19,11.53,1,15.37,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000139,440100_G0150,广州,440100,2026-06-07 18:00:00,管制空域,433.27,0.0,0.688,0.549,4.15,0.78,6.48,1,46.9,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000140,610100_G0169,西安,610100,2026-06-03 09:00:00,适飞空域,4326.9,19.91,0.516,0.952,6.4,1.28,11.82,1,34.47,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000141,310000_G0448,上海,310000,2026-06-07 01:00:00,管制空域,920.14,4.36,0.857,0.755,1.23,0.28,10.54,4,55.12,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000142,420100_G0387,武汉,420100,2026-06-07 08:00:00,敏感目标保护区,1317.77,40.47,0.843,0.636,5.88,1.14,10.8,1,49.97,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000143,320100_G0004,南京,320100,2026-06-01 09:00:00,管制空域,1571.14,27.81,0.489,0.939,3.97,0.79,6.31,0,54.9,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000144,460100_G0095,海口,460100,2026-06-05 09:00:00,敏感目标保护区,1250.95,27.31,0.696,0.712,5.38,0.16,12.4,2,74.98,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000145,410100_G0351,郑州,410100,2026-06-07 10:00:00,适飞空域,2167.51,30.87,0.648,0.397,1.91,0.22,5.56,0,5.35,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000146,500000_G0175,重庆,500000,2026-06-06 00:00:00,管制空域,5454.39,10.85,0.813,0.66,0.98,0.13,3.97,4,49.56,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000147,510100_G0101,成都,510100,2026-06-03 21:00:00,管制空域,2334.84,7.49,0.671,0.814,5.54,1.08,8.13,7,60.37,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000148,320500_G0171,苏州,320500,2026-06-02 17:00:00,适飞空域,2262.66,9.06,0.825,0.854,4.87,0.01,6.38,2,32.83,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000149,350200_G0148,厦门,350200,2026-06-02 04:00:00,敏感目标保护区,2895.86,15.47,0.88,0.678,6.12,0.15,8.94,4,71.77,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000150,420100_G0361,武汉,420100,2026-06-03 06:00:00,适飞空域,881.9,9.12,0.731,0.862,2.46,0.18,5.34,0,14.99,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000151,440100_G0430,广州,440100,2026-06-06 17:00:00,适飞空域,2190.97,25.36,0.761,0.478,2.44,0.1,9.72,2,35.81,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000152,460100_G0225,海口,460100,2026-06-01 18:00:00,管制空域,2963.04,28.77,0.74,0.869,1.2,0.85,7.51,0,49.95,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000153,460100_G0206,海口,460100,2026-06-07 22:00:00,文旅体验区,1278.66,0.0,0.83,0.755,4.27,0.14,6.54,1,29.84,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000154,441900_G0359,东莞,441900,2026-06-07 04:00:00,适飞空域,1528.56,24.5,0.445,0.81,3.93,0.18,8.1,0,1.72,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000155,500000_G0079,重庆,500000,2026-06-03 10:00:00,禁飞区,1173.25,2.12,0.441,0.664,2.8,0.07,4.75,4,100.0,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000156,340100_G0407,合肥,340100,2026-06-04 16:00:00,文旅体验区,1493.92,0.0,0.909,0.774,1.49,0.03,6.82,2,44.96,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000157,330100_G0415,杭州,330100,2026-06-05 07:00:00,管制空域,1262.37,37.61,0.659,0.733,2.78,0.61,9.12,4,49.45,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000158,340100_G0404,合肥,340100,2026-06-01 02:00:00,低空物流走廊,1208.6,0.43,0.739,0.643,6.1,0.36,10.14,0,15.53,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000159,310000_G0455,上海,310000,2026-06-04 08:00:00,低空物流走廊,1150.43,40.7,0.664,0.954,2.7,1.49,7.39,0,21.93,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000160,460100_G0257,海口,460100,2026-06-03 10:00:00,适飞空域,3071.86,10.8,0.866,0.727,3.97,0.19,8.27,0,11.59,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000161,350200_G0304,厦门,350200,2026-06-05 06:00:00,文旅体验区,957.74,7.37,0.51,0.841,0.48,0.56,9.99,2,44.37,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000162,410100_G0419,郑州,410100,2026-06-05 12:00:00,敏感目标保护区,2526.67,20.82,0.769,0.671,2.17,0.01,13.19,4,90.05,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000163,370200_G0287,青岛,370200,2026-06-02 07:00:00,适飞空域,1408.5,13.96,0.378,0.886,4.39,0.0,9.07,1,13.19,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000164,320600_G0076,南通,320600,2026-06-02 11:00:00,适飞空域,1550.18,4.82,0.563,0.904,7.2,0.08,6.03,0,44.84,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000165,330100_G0148,杭州,330100,2026-06-02 03:00:00,适飞空域,443.83,9.66,0.817,0.879,4.24,1.38,5.31,1,9.48,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000166,370200_G0049,青岛,370200,2026-06-07 02:00:00,适飞空域,4467.89,17.84,0.403,0.718,4.12,0.02,6.65,0,30.58,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000167,460100_G0083,海口,460100,2026-06-04 17:00:00,机场净空保护区,1322.56,0.0,0.666,0.762,2.34,0.03,8.6,1,65.01,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000168,440100_G0164,广州,440100,2026-06-01 06:00:00,管制空域,1105.16,8.81,0.358,0.808,3.42,1.83,4.51,1,65.44,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000169,320500_G0339,苏州,320500,2026-06-01 14:00:00,低空物流走廊,696.7,20.89,0.861,0.663,1.82,0.13,9.32,1,15.04,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000170,440100_G0205,广州,440100,2026-06-04 16:00:00,适飞空域,1247.8,20.41,0.771,0.78,4.71,0.03,2.97,0,25.53,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000171,110000_G0193,北京,110000,2026-06-01 11:00:00,禁飞区,2049.05,6.19,0.344,0.915,3.67,0.28,9.72,2,85.77,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000172,310000_G0267,上海,310000,2026-06-02 20:00:00,管制空域,4812.68,14.64,0.504,0.721,3.27,0.01,7.69,2,53.56,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000173,320500_G0004,苏州,320500,2026-06-05 19:00:00,低空物流走廊,1790.84,0.0,0.652,0.954,0.0,0.96,3.53,1,25.96,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000174,410100_G0453,郑州,410100,2026-06-04 23:00:00,管制空域,243.02,6.85,0.666,0.79,2.27,0.41,7.17,1,55.67,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000175,350200_G0150,厦门,350200,2026-06-01 12:00:00,机场净空保护区,1876.66,3.33,0.543,0.766,2.88,1.03,4.91,5,79.94,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000176,310000_G0031,上海,310000,2026-06-07 19:00:00,管制空域,3112.48,13.97,0.687,0.956,3.17,0.08,9.48,1,45.88,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000177,310000_G0296,上海,310000,2026-06-03 00:00:00,禁飞区,752.5,27.07,0.62,0.791,6.31,0.54,9.83,4,91.67,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000178,460100_G0124,海口,460100,2026-06-06 07:00:00,适飞空域,337.95,30.56,0.492,0.842,2.66,0.2,6.05,4,31.56,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000179,320100_G0049,南京,320100,2026-06-06 02:00:00,管制空域,2554.67,10.15,0.725,0.857,8.14,0.68,10.88,3,42.73,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000180,460100_G0433,海口,460100,2026-06-03 04:00:00,机场净空保护区,2701.6,2.39,0.789,0.897,2.74,0.54,3.38,5,77.81,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000181,440400_G0099,珠海,440400,2026-06-07 04:00:00,适飞空域,1161.72,37.49,0.906,0.871,5.67,0.36,2.0,3,16.25,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000182,420100_G0283,武汉,420100,2026-06-03 07:00:00,适飞空域,1486.91,23.39,0.836,0.817,3.37,0.39,9.11,0,25.68,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000183,420100_G0037,武汉,420100,2026-06-02 18:00:00,适飞空域,2033.21,0.0,0.715,0.919,5.03,0.29,4.66,1,38.48,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000184,310000_G0088,上海,310000,2026-06-02 13:00:00,适飞空域,5912.13,11.06,0.294,0.935,0.0,0.6,7.9,0,28.67,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000185,370200_G0391,青岛,370200,2026-06-04 20:00:00,管制空域,817.81,0.0,0.806,0.735,4.24,0.18,4.13,0,36.16,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000186,500000_G0375,重庆,500000,2026-06-01 00:00:00,适飞空域,2751.79,24.11,0.743,0.85,2.04,0.01,3.25,0,21.33,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000187,510100_G0429,成都,510100,2026-06-05 00:00:00,适飞空域,1009.53,24.64,0.36,0.911,4.16,0.03,5.05,0,22.89,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000188,441900_G0360,东莞,441900,2026-06-06 00:00:00,适飞空域,232.49,5.12,0.701,0.899,2.39,0.17,4.99,0,25.94,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000189,500000_G0104,重庆,500000,2026-06-01 21:00:00,禁飞区,467.71,20.4,0.642,0.849,0.0,0.22,6.42,2,90.05,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000190,500000_G0451,重庆,500000,2026-06-02 11:00:00,适飞空域,3684.88,4.28,0.732,0.836,3.9,0.13,8.28,1,33.52,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000191,320600_G0337,南通,320600,2026-06-05 00:00:00,管制空域,559.22,33.1,0.907,0.829,7.81,0.4,6.13,2,41.0,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0000192,510100_G0065,成都,510100,2026-06-03 15:00:00,适飞空域,1118.28,38.19,0.697,0.925,2.93,0.18,4.77,0,20.46,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
