alert_id,flight_plan_id,aircraft_id,city,city_code,route_id,timestamp,alert_type,severity,lat,lon,altitude_m,detection_source,confidence,disposal_status,response_time_min,closed_loop,data_nature,source_basis
AL0000105,FP000992,UAV01031,北京,110000,RT_110000_002,2026-02-17 08:10:37,低电量告警,中,39.9183731,116.3286279,107.03,射频,0.823,已闭环,6.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000106,FP003499,UAV00439,海口,460100,RT_460100_035,2026-05-25 21:18:55,通信链路弱,中,20.2035522,110.1099354,63.44,光电,0.7,待核查,18.3,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000107,FP006090,UAV01399,成都,510100,RT_510100_037,2026-03-27 22:56:08,电子围栏越界,高,30.3816034,104.1525124,46.42,射频,0.734,处理中,6.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000108,FP006597,UAV02492,广州,440100,RT_440100_039,2026-04-10 15:06:31,疑似黑飞目标,严重,23.140889,113.0420801,20.26,射频,0.755,已闭环,2.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000109,FP000544,UAV02488,郑州,410100,RT_410100_046,2026-02-16 03:03:47,速度异常,中,34.6551566,113.4818735,11.58,射频,0.624,待核查,2.7,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000110,FP005276,UAV00936,西安,610100,RT_610100_009,2026-04-12 11:45:06,禁飞区接近,严重,34.3160138,108.981216,22.94,光电,0.892,已闭环,18.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000111,FP001182,UAV01007,合肥,340100,RT_340100_054,2026-03-30 12:02:10,疑似黑飞目标,严重,31.8032148,117.2974345,54.38,光电,0.592,处理中,19.9,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000112,FP002809,UAV02109,重庆,500000,RT_500000_050,2026-03-23 11:35:33,通信链路弱,中,29.4437315,106.4510203,10.21,射频,0.522,已闭环,14.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000113,FP005417,UAV01672,武汉,420100,RT_420100_021,2026-01-23 02:45:24,超高风险,严重,30.7064189,114.1906132,77.01,光电,0.734,已闭环,28.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000114,FP006139,UAV01899,长沙,430100,RT_430100_050,2026-04-19 17:09:24,电子围栏越界,高,28.2442939,112.7912338,114.61,光电,0.927,已闭环,3.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000115,FP005219,UAV02211,长沙,430100,RT_430100_055,2026-05-24 10:38:22,远程识别异常,高,28.1705696,112.9117247,13.78,光电,0.954,待核查,2.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000116,FP002640,UAV01289,深圳,440300,RT_440300_031,2026-02-02 06:26:53,禁飞区接近,严重,22.5443908,114.2885709,85.88,无人机云系统,0.917,已闭环,2.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000117,FP004094,UAV01235,东莞,441900,RT_441900_013,2026-02-23 03:35:33,禁飞区接近,严重,23.0514815,113.6317856,102.32,射频,0.732,误报,0.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000118,FP007242,UAV01921,杭州,330100,RT_330100_002,2026-06-13 10:39:26,电子围栏越界,高,30.403279,119.9083501,57.22,雷达,0.873,处理中,2.6,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000119,FP000854,UAV01737,深圳,440300,RT_440300_048,2026-03-07 16:58:00,疑似黑飞目标,严重,22.7476863,113.7799913,0.0,融合识别,0.99,处理中,10.6,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000120,FP000192,UAV01052,西安,610100,RT_610100_010,2026-03-13 12:06:26,超高风险,严重,34.2439943,108.9279073,65.97,融合识别,0.716,误报,9.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000121,FP005876,UAV02464,西安,610100,RT_610100_032,2026-03-26 22:33:28,禁飞区接近,严重,34.2784934,108.9908094,55.6,融合识别,0.7,已闭环,10.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000122,FP005401,UAV02159,武汉,420100,RT_420100_020,2026-05-18 20:38:16,远程识别异常,高,30.5236547,114.5558576,95.1,5G-A通感,0.74,已闭环,5.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000123,FP004600,UAV02261,南京,320100,RT_320100_026,2026-06-18 05:10:24,电子围栏越界,高,32.2497533,118.7367419,65.75,无人机云系统,0.917,已闭环,4.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000124,FP001628,UAV00688,南京,320100,RT_320100_046,2026-02-05 05:20:12,电子围栏越界,高,32.1308033,118.8677322,118.88,射频,0.926,已闭环,3.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000125,FP000478,UAV02680,珠海,440400,RT_440400_026,2026-06-06 00:38:08,人群密集区飞越,高,22.2456296,113.6985501,76.05,雷达,0.712,已闭环,11.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000126,FP002087,UAV01486,武汉,420100,RT_420100_023,2026-03-27 14:03:24,超高风险,严重,30.6428457,114.253406,98.87,无人机云系统,0.746,误报,19.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000127,FP000851,UAV00153,珠海,440400,RT_440400_014,2026-04-30 19:35:43,疑似黑飞目标,严重,22.3071294,113.3811485,53.75,无人机云系统,0.68,已闭环,7.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000128,FP000950,UAV01671,成都,510100,RT_510100_049,2026-02-16 12:07:37,电子围栏越界,高,30.4622157,104.1728675,60.62,无人机云系统,0.621,已闭环,4.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000129,FP002604,UAV02316,成都,510100,RT_510100_004,2026-03-22 16:50:55,远程识别异常,高,30.6328532,104.0928188,65.03,无人机云系统,0.787,已闭环,10.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000130,FP002818,UAV01822,海口,460100,RT_460100_005,2026-01-10 14:08:02,禁飞区接近,严重,19.8642991,110.1588484,31.62,雷达,0.728,已闭环,6.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000131,FP005212,UAV01597,南京,320100,RT_320100_009,2026-04-30 00:38:12,气象风险,中,32.1660169,118.936217,49.77,射频,0.811,已闭环,4.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000132,FP005951,UAV00126,北京,110000,RT_110000_014,2026-06-04 01:31:47,人群密集区飞越,高,39.7785056,116.6252878,8.93,雷达,0.965,处理中,24.0,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000133,FP004814,UAV00782,北京,110000,RT_110000_010,2026-05-27 23:48:26,通信链路弱,中,39.9368715,116.4160143,47.64,光电,0.568,处理中,23.2,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000134,FP001780,UAV00025,杭州,330100,RT_330100_010,2026-03-02 02:07:18,气象风险,中,30.4123578,119.948587,17.14,射频,0.773,已闭环,23.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000135,FP003167,UAV01810,西安,610100,RT_610100_047,2026-01-26 02:51:24,超高风险,严重,34.3224252,109.110102,78.36,5G-A通感,0.781,误报,5.2,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000136,FP006864,UAV00865,重庆,500000,RT_500000_054,2026-04-15 02:30:06,禁飞区接近,严重,29.5066924,106.7113691,47.1,光电,0.611,待核查,1.0,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000137,FP001109,UAV01816,成都,510100,RT_510100_056,2026-04-04 00:56:08,疑似黑飞目标,严重,30.4596669,104.1492391,63.08,5G-A通感,0.464,已闭环,16.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000138,FP004830,UAV02530,合肥,340100,RT_340100_023,2026-06-22 20:35:26,人群密集区飞越,高,31.9731814,117.0342987,31.01,无人机云系统,0.637,已闭环,3.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000139,FP007291,UAV00867,上海,310000,RT_310000_040,2026-06-01 22:14:28,远程识别异常,高,31.0340774,121.5464188,103.54,雷达,0.578,已闭环,1.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000140,FP002823,UAV02561,珠海,440400,RT_440400_037,2026-02-18 01:28:04,速度异常,中,22.0744255,113.6244761,59.74,雷达,0.824,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000141,FP001489,UAV00617,杭州,330100,RT_330100_023,2026-06-03 23:51:53,速度异常,中,30.2134482,120.3902183,47.45,射频,0.832,已闭环,2.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000142,FP004836,UAV02653,南京,320100,RT_320100_040,2026-03-07 21:56:37,速度异常,中,32.0015848,118.7029399,24.72,5G-A通感,0.69,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000143,FP003470,UAV01691,南京,320100,RT_320100_054,2026-02-20 17:53:02,远程识别异常,高,32.1783193,118.9186663,39.67,无人机云系统,0.635,已闭环,8.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000144,FP005354,UAV02559,西安,610100,RT_610100_043,2026-01-13 21:41:10,低电量告警,中,34.3723015,108.9920721,33.31,5G-A通感,0.755,误报,55.6,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000145,FP007881,UAV02157,上海,310000,RT_310000_011,2026-03-18 16:07:37,远程识别异常,高,31.0917593,121.3420659,80.29,无人机云系统,0.871,待核查,4.2,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000146,FP004347,UAV01679,苏州,320500,RT_320500_029,2026-02-23 13:25:14,气象风险,中,31.2178429,120.447505,59.31,无人机云系统,0.903,已闭环,7.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000147,FP004543,UAV02374,厦门,350200,RT_350200_003,2026-01-04 21:46:47,速度异常,中,24.3353952,118.1186025,34.95,融合识别,0.692,已闭环,4.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000148,FP007057,UAV02774,珠海,440400,RT_440400_049,2026-04-28 19:52:08,超高风险,严重,22.2852917,113.7134995,43.73,雷达,0.798,已闭环,2.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000149,FP007894,UAV01064,郑州,410100,RT_410100_023,2026-05-31 10:27:16,人群密集区飞越,高,34.6151422,113.5127971,24.5,射频,0.849,处理中,4.0,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000150,FP007172,UAV01861,重庆,500000,RT_500000_004,2026-05-21 09:53:35,低电量告警,中,29.6689612,106.546224,67.72,雷达,0.405,已闭环,1.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000151,FP000466,UAV02392,广州,440100,RT_440100_055,2026-03-27 00:21:14,电子围栏越界,高,22.98701,113.1131802,114.82,无人机云系统,0.735,已闭环,5.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000152,FP006517,UAV01282,杭州,330100,RT_330100_045,2026-06-04 00:13:02,超高风险,严重,30.4075034,120.0749406,107.42,无人机云系统,0.696,已闭环,6.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000153,FP004172,UAV01911,珠海,440400,RT_440400_038,2026-01-04 13:11:16,禁飞区接近,严重,22.2643768,113.5386238,22.04,无人机云系统,0.717,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000154,FP001503,UAV01111,上海,310000,RT_310000_008,2026-01-16 03:27:20,速度异常,中,31.271544,121.6535134,78.18,5G-A通感,0.68,误报,13.9,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000155,FP002757,UAV00646,东莞,441900,RT_441900_013,2026-03-21 22:39:12,低电量告警,中,23.1135228,113.6722148,63.63,雷达,0.739,已闭环,1.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000156,FP001780,UAV00025,杭州,330100,RT_330100_010,2026-03-02 02:17:14,超高风险,严重,30.3017114,119.9744236,74.05,雷达,0.742,处理中,17.0,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000157,FP005512,UAV02332,武汉,420100,RT_420100_053,2026-03-27 15:15:57,远程识别异常,高,30.5922231,114.283369,59.49,射频,0.783,已闭环,31.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000158,FP004486,UAV00870,厦门,350200,RT_350200_036,2026-02-14 01:28:26,气象风险,中,24.575009,118.0176226,18.56,融合识别,0.973,已闭环,1.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000159,FP002582,UAV01420,青岛,370200,RT_370200_003,2026-01-08 09:13:18,通信链路弱,中,35.9680104,120.4667195,22.79,无人机云系统,0.63,已闭环,2.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000160,FP001522,UAV02641,北京,110000,RT_110000_007,2026-04-21 23:04:00,超高风险,严重,40.0448077,116.3202399,141.02,雷达,0.626,已闭环,9.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0000161,FP000192,UAV01052,西安,610100,RT_610100_010,2026-03-13 12:04:39,远程识别异常,高,34.2551752,108.9322531,74.58,5G-A通感,0.877,已闭环,2.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
